,speaker,minute,text,topic,label,prob,sentiment
84,Kristen Welker,17:03,"President Trump, your reaction?",8_trump_president_bernie_nobody,5,0.5289776,curiosity
85,Kristen Welker,17:03,"President Trump, your reaction?",8_trump_president_bernie_nobody,4,0.27444205,confusion
86,Kristen Welker,17:03,"President Trump, your reaction?",8_trump_president_bernie_nobody,17,0.041198846,neutral
87,Joe Biden,17:04,"I didn’t say over soon. I say we’re learning to live with it. We have no choice. We can’t lock ourselves up in a basement like Joe does. He has the ability to lock himself up. I don’t know. He’s obviously made a lot of money someplace, but he has this thing about living in a basement. People can’t do that. By the way I as the president couldn’t do that. I’d love to put myself in the basement or in a beautiful room in the White House and go away for a year and a half until it disappears. I can’t do that.",-1_immigration_trump_cages_president,12,0.38455254,love
88,Joe Biden,17:04,"I didn’t say over soon. I say we’re learning to live with it. We have no choice. We can’t lock ourselves up in a basement like Joe does. He has the ability to lock himself up. I don’t know. He’s obviously made a lot of money someplace, but he has this thing about living in a basement. People can’t do that. By the way I as the president couldn’t do that. I’d love to put myself in the basement or in a beautiful room in the White House and go away for a year and a half until it disappears. I can’t do that.",-1_immigration_trump_cages_president,7,0.09590863,disapproval
89,Joe Biden,17:04,"I didn’t say over soon. I say we’re learning to live with it. We have no choice. We can’t lock ourselves up in a basement like Joe does. He has the ability to lock himself up. I don’t know. He’s obviously made a lot of money someplace, but he has this thing about living in a basement. People can’t do that. By the way I as the president couldn’t do that. I’d love to put myself in the basement or in a beautiful room in the White House and go away for a year and a half until it disappears. I can’t do that.",-1_immigration_trump_cages_president,6,0.058764182,disappointment
90,Joe Biden,17:31,"And Kirsten, every meeting I had, every meeting I had and I’d meet a lot of families, including gold star families and military families. Every meeting I had and I had to meet them, I had to. It would be horrible to have canceled everything. I said, “This is dangerous and you catch it.” And I caught it. I learned a lot. I learned a lot. Great doctors, great hospitals. And now I recovered. 99.9 of young people recover. 99% of people recover. We have to recover-",9_families_family_parents_reunite,0,0.23848908,admiration
91,Joe Biden,17:31,"And Kirsten, every meeting I had, every meeting I had and I’d meet a lot of families, including gold star families and military families. Every meeting I had and I had to meet them, I had to. It would be horrible to have canceled everything. I said, “This is dangerous and you catch it.” And I caught it. I learned a lot. I learned a lot. Great doctors, great hospitals. And now I recovered. 99.9 of young people recover. 99% of people recover. We have to recover-",9_families_family_parents_reunite,3,0.11842511,approval
92,Joe Biden,17:31,"And Kirsten, every meeting I had, every meeting I had and I’d meet a lot of families, including gold star families and military families. Every meeting I had and I had to meet them, I had to. It would be horrible to have canceled everything. I said, “This is dangerous and you catch it.” And I caught it. I learned a lot. I learned a lot. Great doctors, great hospitals. And now I recovered. 99.9 of young people recover. 99% of people recover. We have to recover-",9_families_family_parents_reunite,9,0.10388501,fear
93,Donald Trump,18:03,"99% of people recover. We have to recover. We can’t close up our nation. We have to open our school and we can’t close up our nation, or you’re not going to have a nation.",0_obamacare_healthcare_vaccine_insurance,7,0.21477842,disapproval
94,Donald Trump,18:03,"99% of people recover. We have to recover. We can’t close up our nation. We have to open our school and we can’t close up our nation, or you’re not going to have a nation.",0_obamacare_healthcare_vaccine_insurance,6,0.14290449,disappointment
95,Donald Trump,18:03,"99% of people recover. We have to recover. We can’t close up our nation. We have to open our school and we can’t close up our nation, or you’re not going to have a nation.",0_obamacare_healthcare_vaccine_insurance,15,0.11401642,sadness
96,Kristen Welker,18:11,"And, of course, the CDC has said young people can get sick with COVID-19 and can pass it. Vice President Biden, I want to talk broadly about strategy though.",1_biden_vicepresident_vice_president,14,0.31123737,realization
97,Kristen Welker,18:11,"And, of course, the CDC has said young people can get sick with COVID-19 and can pass it. Vice President Biden, I want to talk broadly about strategy though.",1_biden_vicepresident_vice_president,3,0.14851151,approval
